total_freight_value,total_payment,payment_installments,total_price
16.88,106.78,1.0,89.9
36.46,232.52,4.0,79.8
20.3,219.3,4.0,199.0
17.26,77.16,1.0,59.9
8.72,58.62,1.0,49.9
15.79,44.69,3.0,28.9
16.59,135.59,7.0,119.0
25.63,80.9,5.0,50.0
72.09,341.09,6.0,269.0
8.27,36.17,1.0,27.9
14.1,36.1,1.0,22.0
15.1,54.68,3.0,39.58
17.77,87.67,2.0,69.9
25.61,135.51,4.0,109.9
39.57,224.57,3.0,185.0
32.66,125.06,7.0,199.98
11.85,31.75,3.0,19.9
17.81,97.81,1.0,80.0
12.54,160.54,6.0,148.0
12.48,52.38,1.0,39.9
7.39,22.29,1.0,14.9
16.11,64.01,5.0,47.9
8.72,43.62,1.0,34.9
10.96,21.95,2.0,10.99
100.68,1090.68,10.0,990.0
25.26,135.25,1.0,109.99
18.68,156.96,6.0,59.8
8.81,158.71,1.0,149.9
28.8,98.7,1.0,69.9
11.02,69.22,1.0,58.2
13.37,63.07,6.0,49.7
63.33,403.23,10.0,339.9
28.95,107.95,4.0,79.0
16.43,204.33,7.0,187.9
15.76,160.56,8.0,144.8
10.21,274.71,8.0,264.5
15.23,54.13,2.0,38.9
33.84,102.84,2.0,69.0
22.99,81.99,3.0,59.0
7.78,47.68,1.0,39.9
78.23,464.98,5.0,386.75
8.58,68.07,4.0,59.49
15.1,45.0,1.0,29.9
33.52,210.48,4.0,176.96
67.24,292.24,2.0,225.0
21.75,201.74,2.0,179.99
16.79,49.09,4.0,32.3
15.79,164.79,1.0,149.0
33.08,132.08,2.0,99.0
15.1,27.0,2.0,11.9
16.14,215.14,2.0,199.0
14.52,64.42,1.0,49.9
19.44,242.44,2.0,223.0
42.52,108.82,1.0,66.3
15.1,37.09,1.0,21.99
15.25,67.95,1.0,52.7
11.73,82.73,1.0,71.0
11.73,63.73,1.0,52.0
15.45,115.35,5.0,99.9
7.78,56.77,1.0,48.99
7.39,46.39,2.0,39.0
7.87,49.87,1.0,42.0
28.62,94.31,3.0,160.0
12.33,603.15,4.0,590.82
19.59,55.58,1.0,35.99
8.27,41.17,2.0,32.9
16.23,103.13,1.0,86.9
184.98,864.98,1.0,680.0
24.11,129.11,2.0,105.0
38.07,112.87,10.0,74.8
21.13,91.03,9.0,69.9
18.9,208.8,1.0,189.9
12.48,31.38,1.0,18.9
49.81,616.82,1.0,258.6
17.6,210.6,4.0,193.0
36.66,327.32,8.0,127.0
22.13,82.03,3.0,59.9
15.38,105.28,1.0,89.9
29.22,536.76,1.0,149.7
82.82,381.24,12.0,107.8
32.5,264.96,5.0,99.98
61.75,721.74,5.0,659.99
18.14,223.14,6.0,205.0
38.59,518.59,8.0,480.0
38.28,142.97,3.0,104.69
16.12,86.02,1.0,69.9
21.63,601.9,6.0,580.27
11.85,51.84,5.0,39.99
7.39,42.38,1.0,34.99
29.0,124.5,1.0,220.0
23.74,607.44,4.0,279.98
13.74,183.73,1.0,169.99
16.41,155.41,3.0,139.0
9.16,76.15,1.0,66.99
14.8,164.7,1.0,149.9
35.92,664.92,8.0,629.0
15.1,58.09,1.0,42.99
13.71,112.71,2.0,99.0
19.5,899.27,4.0,879.77
18.97,174.1,3.0,155.13
34.09,264.08,10.0,229.99
12.9,92.89,1.0,79.99
16.11,34.71,1.0,18.6
15.11,230.11,8.0,215.0
26.18,155.18,5.0,129.0
7.4,27.39,1.0,19.99
18.65,218.64,4.0,199.99
10.6,251.5,1.0,240.9
15.38,105.28,1.0,89.9
15.53,290.48,3.0,274.95
28.2,194.4,1.0,69.0
15.38,105.28,8.0,89.9
14.52,34.42,2.0,19.9
11.85,41.83,1.0,29.98
9.27,43.76,1.0,34.49
16.36,246.36,5.0,230.0
15.1,50.0,5.0,34.9
18.34,53.24,5.0,34.9
26.24,360.48,6.0,154.0
21.08,106.07,3.0,84.99
7.78,53.77,1.0,45.99
17.96,261.96,1.0,244.0
21.64,186.54,3.0,164.9
28.79,84.79,8.0,56.0
18.84,304.74,2.0,285.9
18.37,231.37,1.0,213.0
16.79,26.69,1.0,9.9
21.13,91.03,4.0,69.9
15.45,65.35,1.0,49.9
8.75,92.74,1.0,83.99
46.25,546.25,6.0,500.0
41.13,433.89,2.0,103.5
13.37,50.87,1.0,37.5
16.11,56.01,2.0,39.9
17.0,84.0,2.0,67.0
76.02,751.64,1.0,299.8
11.85,41.34,2.0,29.49
30.91,465.42,10.0,201.8
8.11,38.01,1.0,29.9
13.95,363.95,8.0,350.0
13.71,63.7,3.0,49.99
20.88,76.78,7.0,55.9
32.5,172.3,8.0,139.8
14.52,39.42,1.0,24.9
15.1,45.09,1.0,29.99
17.44,257.79,1.0,240.35
23.12,79.7,3.0,56.58
23.7,183.6,5.0,159.9
15.24,85.14,1.0,69.9
15.1,53.1,5.0,38.0
24.53,222.03,1.0,197.5
49.63,1369.63,4.0,1320.0
8.9,38.89,1.0,29.99
11.85,56.75,1.0,44.9
31.86,190.86,9.0,159.0
23.28,63.18,5.0,39.9
104.41,528.41,10.0,424.0
9.41,94.4,1.0,84.99
27.67,367.57,5.0,339.9
14.31,198.91,10.0,184.6
33.49,303.39,1.0,269.9
14.62,79.62,1.0,65.0
17.39,177.29,1.0,159.9
22.59,237.59,4.0,215.0
38.23,226.23,3.0,188.0
16.13,195.13,4.0,179.0
8.72,19.62,1.0,10.9
25.89,175.78,1.0,149.89
16.53,144.43,4.0,127.9
18.0,83.0,1.0,65.0
26.25,116.24,2.0,89.99
23.6,142.6,1.0,119.0
7.39,82.38,1.0,74.99
14.08,61.07,1.0,46.99
45.99,144.99,10.0,99.0
14.26,108.26,1.0,94.0
13.74,101.74,6.0,88.0
37.98,48.98,1.0,59.98
23.38,138.28,1.0,114.9
7.6,56.6,2.0,49.0
9.94,169.94,4.0,160.0
16.79,56.69,1.0,39.9
128.47,778.47,2.0,650.0
13.13,92.13,4.0,79.0
16.73,155.73,1.0,139.0
17.25,249.25,10.0,232.0
14.56,129.56,6.0,115.0
17.64,216.64,10.0,199.0
16.19,78.09,1.0,61.9
9.24,79.24,1.0,70.0
17.0,42.0,4.0,25.0
11.85,61.84,1.0,49.99
50.91,92.97,1.0,228.0
12.93,97.92,2.0,84.99
8.27,38.17,1.0,29.9
28.2,49.09,1.0,69.98
18.41,137.41,2.0,119.0
12.61,142.51,1.0,129.9
51.13,231.12,10.0,179.99
14.1,169.0,4.0,154.9
29.06,123.05,2.0,93.99
13.65,103.55,1.0,89.9
16.07,69.97,3.0,53.9
21.18,119.08,3.0,97.9
17.03,101.93,2.0,84.9
48.53,308.43,4.0,259.9
9.34,64.34,1.0,55.0
15.11,42.11,1.0,27.0
19.3,486.3,1.0,467.0
18.96,78.86,1.0,59.9
9.44,187.94,3.0,178.5
51.44,154.34,2.0,102.9
18.3,46.2,1.0,27.9
21.83,391.73,10.0,369.9
17.02,443.84,4.0,204.9
14.1,44.0,1.0,29.9
42.57,1098.81,6.0,323.70000000000005
15.37,104.37,6.0,89.0
17.34,382.28,8.0,173.8
53.13,429.31,3.0,376.18
18.8,118.77,2.0,99.97
50.0,686.0,1.0,636.0
8.4,37.4,1.0,29.0
16.79,56.78,1.0,39.99
20.12,308.12,8.0,288.0
11.88,81.78,1.0,69.9
7.4,27.39,1.0,19.99
75.17,974.17,10.0,899.0
31.7,150.7,3.0,119.0
15.62,89.93,1.0,74.31
18.3,168.2,1.0,149.9
35.08,254.98,8.0,219.9
20.59,220.49,8.0,199.9
12.94,128.94,1.0,116.0
12.25,162.15,1.0,149.9
23.7,239.36,4.0,95.98
33.07,148.07,3.0,115.0
30.22,214.04,2.0,76.8
13.86,133.85,1.0,119.99
25.68,82.67,1.0,56.99
48.53,730.29,2.0,194.9
29.98,258.98,1.0,229.0
14.1,39.09,1.0,24.99
7.71,37.61,1.0,29.9
16.32,96.31,1.0,79.99
14.38,104.28,1.0,89.9
14.25,273.25,1.0,259.0
15.28,40.27,4.0,24.99
34.15,54.14,5.0,19.99
14.37,193.37,3.0,179.0
36.46,192.88,1.0,59.98
7.58,109.8,1.0,102.22
14.52,34.42,3.0,19.9
20.23,200.13,10.0,179.9
12.25,119.25,3.0,107.0
27.4,92.3,1.0,64.9
23.7,145.4,1.0,49.0
15.1,35.0,1.0,19.9
8.88,83.88,2.0,75.0
17.95,72.34,3.0,54.39
31.85,90.75,1.0,58.9
27.7,227.6,2.0,199.9
12.54,161.54,3.0,149.0
83.2,170.79999999999998,2.0,87.6
43.36,178.36,10.0,135.0
13.27,152.47,10.0,139.2
19.93,217.83,4.0,197.9
26.25,116.24,4.0,89.99
36.52,164.64,1.0,45.8
110.94,1593.48,10.0,685.8
20.92,96.82,1.0,75.9
25.25,133.19,1.0,107.94
7.46,35.36,1.0,27.9
13.45,233.45,4.0,220.0
29.4,654.15,1.0,624.75
32.28,168.18,1.0,135.9
29.41,118.41,2.0,89.0
9.61,189.1,6.0,179.49
22.06,34.06,1.0,12.0
12.94,40.84,1.0,27.9
19.8,138.6,1.0,118.8
13.0,72.99,2.0,59.99
9.45,188.94,1.0,179.49
13.71,112.71,4.0,99.0
7.78,41.68,1.0,33.9
35.28,290.56,1.0,110.0
19.87,109.77,2.0,89.9
30.67,394.94,1.0,166.8
10.06,196.66,2.0,186.6
12.79,42.69,4.0,29.9
14.39,292.38,1.0,277.99
15.1,43.0,2.0,27.9
42.25,240.3,2.0,77.9
11.85,36.35,1.0,24.5
44.7,453.4,6.0,182.0
21.15,488.15,8.0,467.0
68.84,398.74,8.0,329.9
15.1,64.1,1.0,49.0
17.6,67.5,1.0,49.9
11.73,70.72,2.0,58.99
16.26,106.16,5.0,89.9
27.73,170.63,6.0,142.9
13.89,142.89,2.0,129.0
15.79,43.69,2.0,27.9
25.66,142.96,2.0,117.3
19.32,46.31,1.0,26.99
15.49,264.49,1.0,249.0
9.51,99.41,9.0,89.9
27.52,293.0,2.0,118.98
16.08,140.98,4.0,124.9
16.74,391.44,1.0,178.98
283.68,9618.48,6.0,1319.4
50.27,497.02,6.0,198.24
26.96,126.86,2.0,99.9
18.37,56.36,1.0,37.99
12.55,72.45,1.0,59.9
19.32,69.22,1.0,49.9
11.85,51.34,1.0,39.49
14.05,107.54,1.0,93.49
32.33,90.68,1.0,58.35
28.87,927.87,10.0,899.0
14.24,312.06,3.0,141.78
36.37,186.27,10.0,149.9
25.58,106.76,5.0,27.8
16.79,54.79,1.0,38.0
15.1,55.0,1.0,39.9
19.6,109.5,2.0,89.9
17.84,217.74,1.0,199.9
21.62,399.62,3.0,378.0
11.05,330.95,8.0,319.9
23.01,53.0,1.0,29.99
49.15,719.15,10.0,670.0
25.24,123.14,1.0,97.9
37.04,67.02,1.0,29.98
18.68,268.96,2.0,115.8
19.05,419.04,6.0,399.99
15.56,27.68,1.0,39.8
14.81,162.71,3.0,147.9
21.08,780.98,8.0,759.9
17.6,59.6,2.0,42.0
17.74,87.73,2.0,69.99
16.05,43.05,1.0,27.0
8.27,18.17,1.0,9.9
38.99,173.89,3.0,134.9
33.58,31.69,1.0,29.8
7.71,37.61,1.0,29.9
19.75,99.74,1.0,79.99
19.66,79.56,1.0,59.9
19.65,362.65,10.0,343.0
28.4,316.8,1.0,130.0
34.7,94.4,4.0,12.5
27.4,92.2,1.0,64.8
28.19,187.98,1.0,65.8
18.82,217.72,5.0,198.9
15.84,170.84,1.0,155.0
27.58,102.57,3.0,74.99
12.58,166.36,5.0,153.78
15.11,61.01,6.0,45.9
15.74,239.64,3.0,223.9
15.6,279.59,3.0,263.99
14.92,182.6,1.0,167.68
26.79,96.69,2.0,69.9
17.94,116.94,2.0,99.0
16.25,86.25,3.0,70.0
16.41,396.35,8.0,379.94
15.23,28.88,2.0,13.65
9.09,44.08,1.0,34.99
59.05,1953.15,16.0,592.0
7.39,52.38,4.0,44.99
23.83,182.83,18.0,159.0
16.94,115.94,1.0,99.0
21.57,91.47,1.0,69.9
22.22,63.02,3.0,40.8
17.6,67.5,4.0,49.9
17.09,207.09,1.0,190.0
23.07,73.06,1.0,49.99
19.6,309.5,4.0,289.9
17.87,106.77,2.0,88.9
27.36,175.26,6.0,147.9
19.74,138.74,2.0,119.0
37.54,647.54,1.0,610.0
17.12,76.02,1.0,58.9
17.93,115.4,1.0,97.47
15.1,35.0,1.0,19.9
31.8,181.79,5.0,149.99
16.95,46.85,1.0,29.9
16.38,113.38,2.0,97.0
15.23,83.23,2.0,68.0
14.37,194.27,1.0,179.9
14.1,27.4,1.0,13.3
59.8,226.79,1.0,166.99
58.63,657.63,4.0,599.0
15.31,95.3,1.0,79.99
16.3,186.29,8.0,169.99
8.73,90.73,1.0,82.0
13.27,115.55,2.0,102.28
16.83,215.83,3.0,199.0
14.08,43.98,1.0,29.9
16.79,56.78,2.0,39.99
45.4,585.3,1.0,149.7
17.06,42.96,1.0,25.9
14.04,243.04,1.0,229.0
15.73,155.63,2.0,139.9
15.28,91.18,1.0,75.9
34.2,154.14,4.0,119.94
73.26,773.25,6.0,699.99
17.93,177.83,8.0,159.9
17.16,146.94,1.0,129.78
25.47,115.37,2.0,89.9
15.15,72.0,1.0,56.85
15.28,72.28,1.0,57.0
18.37,178.27,1.0,159.9
14.2,183.18,10.0,168.98
37.3,124.3,4.0,87.0
16.07,185.9,2.0,169.83
16.11,24.1,2.0,7.99
7.39,54.38,1.0,46.99
198.6,3536.8,3.0,1569.8000000000002
18.62,318.61,10.0,299.99
14.58,72.78,3.0,58.2
15.42,110.42,1.0,95.0
18.23,61.23,1.0,43.0
13.47,33.37,1.0,19.9
21.66,144.65,1.0,122.99
7.39,24.38,2.0,16.99
38.4,834.74,8.0,378.97
23.68,222.68,7.0,199.0
7.39,22.29,1.0,14.9
11.85,44.75,1.0,32.9
11.38,121.28,1.0,109.9
18.0,375.6,10.0,169.8
17.51,170.23,10.0,152.72
16.19,372.19,5.0,356.0
23.7,59.75,1.0,95.8
82.86,336.38,8.0,253.52
15.51,74.51,1.0,59.0
13.98,70.97,1.0,56.99
18.2,251.16,1.0,107.38
14.24,84.14,8.0,69.9
7.39,32.38,1.0,24.99
19.79,689.78,6.0,669.99
21.88,561.78,8.0,539.9
50.55,192.55,3.0,142.0
13.14,93.04,4.0,79.9
15.96,138.95,1.0,122.99
16.54,414.54,1.0,398.0
28.42,297.42,1.0,269.0
12.55,72.45,1.0,59.9
18.08,137.07,4.0,118.99
7.81,143.45,1.0,135.64
42.5,109.4,1.0,66.9
28.18,203.18,3.0,175.0
96.66,736.38,1.0,148.8
13.59,95.09,5.0,81.5
17.63,254.63,5.0,237.0
10.96,37.86,3.0,26.9
15.15,72.14,2.0,56.99
18.06,133.06,3.0,115.0
7.39,35.38,1.0,27.99
18.79,238.79,1.0,220.0
15.1,41.09,2.0,25.99
15.17,75.17,1.0,60.0
18.36,86.24,1.0,67.88
28.2,145.5,5.0,117.3
90.45,798.5,1.0,308.8
22.92,557.76,7.0,163.0
16.07,69.97,1.0,53.9
7.78,20.68,1.0,12.9
8.78,97.61,7.0,88.83
11.85,55.85,1.0,44.0
19.65,85.65,8.0,66.0
11.73,63.73,1.0,52.0
7.94,31.94,1.0,24.0
18.85,128.85,4.0,110.0
15.38,105.28,8.0,89.9
14.1,43.1,1.0,29.0
16.12,67.02,1.0,50.9
29.91,189.89,1.0,159.98
8.72,33.72,2.0,25.0
11.85,39.84,3.0,27.99
7.55,16.95,1.0,9.4
21.01,281.0,1.0,259.99
11.65,101.64,1.0,89.99
25.69,84.69,1.0,59.0
14.52,49.42,1.0,34.9
62.27,852.5,1.0,363.98
68.76,947.04,6.0,168.0
14.11,50.01,1.0,35.9
43.79,136.69,6.0,92.9
8.27,36.27,1.0,28.0
25.47,110.46,3.0,84.99
14.83,120.73,1.0,105.9
12.69,39.69,1.0,27.0
16.0,125.9,6.0,109.9
13.72,113.62,8.0,99.9
23.08,62.98,2.0,39.9
15.4,108.29,1.0,92.89
37.11,1137.11,5.0,1100.0
38.4,1188.8,1.0,556.0
20.49,199.49,1.0,179.0
28.2,168.36,8.0,55.98
11.85,22.75,1.0,10.9
55.71,335.02,1.0,111.8
7.39,20.16,1.0,12.77
16.39,106.39,4.0,90.0
14.52,47.42,2.0,32.9
13.28,133.28,3.0,120.0
27.48,227.47,4.0,199.99
18.76,368.75,10.0,349.99
43.23,1082.46,8.0,498.0
15.57,195.47,2.0,179.9
25.74,154.74,5.0,129.0
18.32,49.32,1.0,31.0
22.76,603.03,6.0,580.27
37.27,596.27,1.0,559.0
44.14,1044.28,1.0,478.0
27.76,81.76,1.0,54.0
19.32,68.32,6.0,49.0
18.38,518.37,10.0,499.99
19.04,227.04,4.0,208.0
35.96,154.96,3.0,119.0
31.14,332.08,4.0,134.9
109.04,1358.08,8.0,570.0
22.06,49.96,1.0,27.9
14.52,39.42,2.0,24.9
35.26,65.26,1.0,30.0
17.33,105.32,1.0,87.99
74.76,2949.52,8.0,1400.0
15.16,74.16,1.0,59.0
16.79,28.79,1.0,12.0
16.11,41.71,1.0,25.6
43.47,636.74,3.0,274.9
11.98,79.88,1.0,67.9
49.74,1059.08,8.0,479.8
23.03,211.03,1.0,188.0
14.61,137.6,1.0,122.99
21.65,121.55,1.0,99.9
21.31,417.31,2.0,396.0
22.26,101.16,2.0,78.9
27.48,177.38,3.0,149.9
34.76,301.76,1.0,267.0
140.18,590.08,1.0,449.9
25.72,167.44,2.0,58.0
18.9,755.76,3.0,358.98
16.25,95.25,1.0,79.0
25.56,184.46,2.0,158.9
18.68,261.36,4.0,112.0
16.11,43.0,1.0,26.89
11.73,63.53,1.0,51.8
13.41,68.41,1.0,55.0
19.75,349.74,10.0,329.99
17.29,266.94,10.0,218.9
48.98,268.88,4.0,219.9
19.38,78.28,1.0,58.9
11.15,69.04,1.0,57.89
64.4,1720.8,1.0,796.0
12.78,105.28,1.0,92.5
34.02,334.01,6.0,299.99
15.71,482.71,2.0,467.0
11.85,44.84,3.0,32.99
12.21,181.93,1.0,169.72
23.06,96.05,6.0,72.99
11.85,39.75,1.0,27.9
39.0,437.6,15.0,179.8
19.64,84.54,1.0,64.9
18.3,185.2,1.0,166.9
17.87,106.87,2.0,89.0
50.85,79.34,1.0,28.49
10.7,279.7,1.0,269.0
22.89,45.39,3.0,22.5
17.67,66.67,1.0,49.0
36.56,173.08,1.0,49.98
18.27,73.27,2.0,55.0
30.52,351.04,3.0,145.0
15.1,53.1,1.0,38.0
50.93,80.92,1.0,29.99
7.39,22.29,1.0,14.9
16.11,62.01,2.0,45.9
18.35,283.34,1.0,264.99
19.7,124.7,1.0,105.0
15.1,34.0,1.0,18.9
22.48,101.03,1.0,78.55
12.9,98.61,1.0,85.71
22.99,50.44,5.0,27.45
15.23,41.13,1.0,25.9
23.43,113.33,1.0,89.9
7.44,32.43,3.0,24.99
24.72,303.72,5.0,279.0
46.35,316.34,4.0,269.99
14.16,59.06,1.0,44.9
13.71,112.61,4.0,98.9
14.1,37.9,2.0,23.8
26.43,66.42,1.0,39.99
11.85,58.75,2.0,46.9
12.86,72.76,1.0,59.9
12.96,55.96,1.0,43.0
22.03,242.03,3.0,220.0
19.75,519.65,1.0,499.9
7.78,52.27,2.0,44.49
18.23,34.23,3.0,16.0
14.1,39.09,3.0,24.99
7.78,56.78,1.0,49.0
11.03,61.02,1.0,49.99
7.39,20.29,1.0,12.9
33.989999999999995,327.76,1.0,129.89
11.62,61.52,1.0,49.9
20.6,409.5,8.0,388.9
13.57,73.47,7.0,59.9
18.23,53.13,3.0,34.9
18.23,31.11,1.0,12.88
7.78,76.78,2.0,69.0
14.46,119.45,1.0,104.99
16.11,40.11,2.0,24.0
12.85,85.85,1.0,73.0
46.88,95.53,5.0,48.65
13.08,82.98,3.0,69.9
17.23,157.22,1.0,139.99
33.57,220.57,1.0,187.0
18.61,213.51,3.0,194.9
16.92,66.91,1.0,49.99
17.58,87.57,3.0,69.99
20.59,376.49,2.0,355.9
14.02,111.17,1.0,97.15
14.1,27.09,2.0,12.99
7.39,17.29,1.0,9.9
17.82,99.72,1.0,81.9
32.16,222.16,1.0,190.0
11.73,81.73,3.0,70.0
8.29,70.28,1.0,61.99
22.87,375.34,2.0,164.8
18.23,67.23,1.0,49.0
13.92,142.48,1.0,128.56
15.7,133.1,5.0,117.4
15.45,115.35,3.0,99.9
7.39,61.38,1.0,53.99
8.72,26.62,1.0,17.9
17.31,177.3,1.0,159.99
26.75,96.65,9.0,69.9
30.2,122.4,1.0,31.0
24.72,297.44,3.0,124.0
7.61,57.5,1.0,49.89
43.6,213.6,8.0,170.0
44.84,193.84,3.0,149.0
14.1,36.1,1.0,22.0
15.1,34.0,1.0,18.9
15.3,176.85,3.0,161.55
16.04,121.04,2.0,105.0
18.23,55.23,5.0,37.0
13.55,171.55,2.0,158.0
15.1,50.09,4.0,34.99
7.89,86.39,1.0,78.5
15.05,151.95,1.0,136.9
13.44,73.34,3.0,59.9
33.79,277.18,1.0,104.8
15.11,39.01,1.0,23.9
15.82,69.82,1.0,54.0
31.86,791.76,5.0,759.9
18.08,57.98,1.0,39.9
9.21,74.21,1.0,65.0
45.45,72.14,1.0,170.97
16.46,116.45,1.0,99.99
52.56,413.17,1.0,1186.9499999999998
13.43,72.42,2.0,58.99
12.48,32.38,1.0,19.9
15.1,21.4,1.0,6.3
15.56,36.78,1.0,58.0
15.1,52.0,2.0,36.9
17.93,115.42,3.0,97.49
28.4,308.3,1.0,279.9
12.0,381.9,8.0,369.9
23.5,104.9,10.0,81.4
8.73,152.73,1.0,144.0
63.44,1343.44,10.0,1280.0
14.1,27.0,1.0,12.9
7.78,56.68,1.0,48.9
7.88,96.88,4.0,89.0
12.0,125.9,2.0,113.9
21.09,190.09,10.0,169.0
17.14,117.13,4.0,99.99
17.86,167.76,1.0,149.9
203.38,602.38,4.0,399.0
15.23,43.22,4.0,27.99
22.29,256.29,1.0,234.0
13.35,112.35,4.0,99.0
46.25,949.2,1.0,270.15
19.04,44.03,1.0,24.99
13.62,85.62,2.0,72.0
23.01,202.91,1.0,179.9
36.63,316.06,1.0,121.4
15.0,145.99,1.0,130.99
45.92,153.72,6.0,107.8
17.26,176.26,1.0,159.0
23.92,173.82,3.0,149.9
7.78,57.78,2.0,50.0
17.21,95.17,9.0,66.99
16.79,29.69,1.0,12.9
14.57,71.56,3.0,56.99
15.11,67.22,6.0,52.11
7.58,53.48,2.0,45.9
7.39,18.29,1.0,10.9
15.1,40.0,2.0,24.9
7.87,40.87,1.0,33.0
12.88,102.78,3.0,89.9
11.15,66.05,6.0,54.9
52.55,217.55,4.0,165.0
17.84,102.74,1.0,84.9
16.11,56.01,1.0,39.9
69.44,458.48,8.0,159.8
11.85,40.85,4.0,29.0
16.11,61.11,3.0,45.0
53.3,301.18,1.0,97.29
49.89,226.88,10.0,176.99
15.1,181.1,6.0,166.0
18.5,107.5,10.0,89.0
8.72,48.62,1.0,39.9
16.81,166.68,1.0,149.87
14.52,64.42,1.0,49.9
28.89,128.88,1.0,99.99
21.12,111.02,1.0,89.9
23.99,193.39,1.0,169.4
32.1,604.2,3.0,270.0
25.0,378.0,1.0,164.0
26.12,836.02,10.0,809.9
55.32,367.56,5.0,679.8
14.1,34.0,2.0,19.9
15.48,69.48,5.0,54.0
57.09,88.93,1.0,209.7
11.08,427.58,8.0,416.5
21.14,114.04,4.0,92.9
29.01,116.0,2.0,86.99
23.7,147.0,1.0,49.8
34.17,86.81,2.0,52.64
13.45,172.45,2.0,159.0
35.81,205.71,3.0,169.9
15.37,104.37,1.0,89.0
13.1,107.45,1.0,94.35
13.57,100.14,6.0,79.0
34.06,134.04,1.0,99.98
12.97,56.87,1.0,43.9
21.79,91.79,5.0,70.0
18.23,30.23,1.0,12.0
8.72,38.62,3.0,29.9
31.62,165.81,5.0,300.0
16.14,70.04,3.0,53.9
23.36,103.26,2.0,79.9
20.99,118.99,1.0,98.0
16.43,112.43,5.0,96.0
13.47,32.37,1.0,18.9
13.1,242.1,4.0,229.0
36.48,196.38,4.0,159.9
14.78,79.56,1.0,25.0
37.16,72.16,5.0,35.0
42.67,1272.67,10.0,1230.0
43.21,163.15,2.0,119.94
19.31,168.31,6.0,149.0
21.45,301.44,3.0,279.99
16.11,66.21,3.0,50.1
12.48,47.47,1.0,34.99
13.01,94.5,1.0,81.49
38.73,207.73,4.0,169.0
12.87,42.86,1.0,29.99
14.17,74.16,4.0,59.99
15.15,215.15,3.0,200.0
20.17,160.07,3.0,139.9
17.6,67.25,1.0,49.65
7.78,27.77,2.0,19.99
18.56,84.05,2.0,65.49
20.67,419.67,2.0,399.0
9.94,24.84,2.0,14.9
10.71,369.71,2.0,359.0
11.09,79.99,2.0,68.9
25.5,287.0,3.0,118.0
80.36,3397.12,1.0,1618.2
7.61,57.6,1.0,49.99
50.55,192.55,1.0,142.0
18.86,158.86,3.0,140.0
40.79,273.18,1.0,95.8
9.94,69.93,1.0,59.99
17.95,117.85,1.0,99.9
59.79,494.37,1.0,105.0
19.66,719.65,8.0,699.99
25.54,195.54,1.0,170.0
15.25,85.15,1.0,69.9
24.84,54.83,1.0,29.99
108.12,1550.72,1.0,279.56
26.79,96.79,1.0,70.0
9.44,99.43,3.0,89.99
16.18,76.08,1.0,59.9
11.85,60.85,3.0,49.0
11.76,90.66,1.0,78.9
32.22,123.82,6.0,91.6
16.29,236.29,4.0,220.0
17.63,53.62,5.0,35.99
12.71,152.71,1.0,140.0
21.31,281.31,10.0,260.0
23.46,79.63,1.0,135.8
20.99,60.89,6.0,39.9
12.05,90.05,1.0,78.0
9.94,25.84,2.0,15.9
15.18,75.08,1.0,59.9
9.54,26.44,1.0,16.9
38.64,198.54,2.0,159.9
13.89,188.89,1.0,175.0
18.7,147.6,1.0,128.9
75.5,1590.7,5.0,1515.1999999999998
27.56,114.06,4.0,86.5
23.04,100.04,2.0,77.0
25.4,175.3,1.0,149.9
7.78,36.78,1.0,29.0
12.43,82.33,1.0,69.9
14.21,138.21,2.0,124.0
17.97,169.87,7.0,151.9
50.78,488.76,8.0,193.6
26.63,105.63,5.0,79.0
19.68,108.67,5.0,88.99
16.46,86.45,2.0,69.99
38.66,676.92,10.0,299.8
7.87,40.77,4.0,32.9
11.85,61.75,2.0,49.9
7.39,21.38,1.0,13.99
7.39,43.29,4.0,35.9
23.7,39.84,2.0,55.98
22.78,213.54,10.0,83.99000000000001
12.79,52.76,1.0,39.97
50.0,432.8,1.0,166.4
8.72,32.62,1.0,23.9
7.78,46.68,1.0,38.9
15.39,107.38,3.0,91.99
18.21,368.11,8.0,349.9
22.77,142.17,5.0,119.4
38.41,534.63,1.0,139.8
21.68,191.67,1.0,169.99
18.72,138.62,1.0,119.9
91.55,1207.5,1.0,149.95
27.05,134.55,2.0,107.5
51.63,303.63,1.0,252.0
14.29,114.28,1.0,99.99
19.66,79.56,1.0,59.9
15.17,75.07,1.0,59.9
9.42,54.32,1.0,44.9
11.85,51.75,5.0,39.9
14.58,154.48,3.0,139.9
10.96,45.95,1.0,34.99
27.21,441.21,10.0,414.0
141.36,491.26,2.0,349.9
53.010000000000005,600.03,1.0,147.0
7.39,22.34,1.0,14.95
14.1,43.1,1.0,29.0
12.01,51.91,5.0,39.9
17.2,167.1,1.0,149.9
11.83,101.73,2.0,89.9
13.46,159.36,6.0,145.9
16.25,86.24,1.0,69.99
23.46,326.92,3.0,140.0
7.78,33.68,1.0,25.9
10.05,129.92,2.0,119.87
17.61,69.61,1.0,52.0
12.4,140.66,1.0,128.26
14.49,171.49,1.0,157.0
38.51,1338.51,1.0,1300.0
17.94,616.94,6.0,599.0
9.34,29.24,1.0,19.9
14.9,98.9,9.0,84.0
23.54,140.53,2.0,116.99
23.42,143.32,1.0,119.9
11.76,91.66,1.0,79.9
13.01,62.91,1.0,49.9
17.63,182.63,8.0,165.0
7.87,35.77,1.0,27.9
