total_freight_value,total_payment,payment_installments,total_price
12.15,105.48,5.0,93.33
16.36,246.26,4.0,229.9
14.72,104.62,1.0,89.9
12.84,112.83,2.0,99.99
29.9,168.9,3.0,139.0
14.1,36.6,3.0,22.5
11.73,71.72,3.0,59.99
8.9,113.9,3.0,105.0
12.23,242.13,1.0,229.9
8.27,83.09,2.0,74.82
35.34,266.68,2.0,98.0
39.18,171.88,6.0,129.99
24.2,224.1,1.0,199.9
19.59,42.07,1.0,22.48
12.96,55.96,1.0,43.0
18.0,247.9,5.0,229.9
38.41,57.86,1.0,19.45
14.52,124.51,3.0,109.99
13.46,67.36,1.0,53.9
31.12,91.08,1.0,59.96
16.8,67.7,1.0,50.9
14.1,39.09,1.0,24.99
8.67,138.57,8.0,129.9
7.88,97.78,2.0,89.9
15.1,29.0,1.0,13.9
36.33,181.33,1.0,145.0
7.87,50.87,1.0,43.0
0.0,99.9,2.0,99.9
16.36,196.26,8.0,179.9
19.15,168.8,2.0,149.65
11.15,68.05,1.0,56.9
27.57,206.74,1.0,179.17
13.11,77.11,3.0,64.0
18.23,68.13,2.0,49.9
13.63,100.62,1.0,86.99
15.1,39.6,1.0,24.5
12.5,122.5,3.0,110.0
21.15,34.8,1.0,13.65
12.48,152.48,2.0,140.0
36.64,225.64,2.0,189.0
10.96,34.86,2.0,23.9
13.54,133.53,6.0,119.99
15.1,50.0,1.0,34.9
28.75,77.75,1.0,49.0
15.1,64.59,1.0,49.49
15.1,35.05,3.0,19.95
30.34,300.28,2.0,119.8
13.45,158.45,8.0,145.0
17.05,202.05,2.0,185.0
15.31,95.3,1.0,79.99
19.54,69.44,1.0,49.9
12.48,37.38,1.0,24.9
27.5,106.5,1.0,79.0
26.64,223.02,1.0,47.7
7.39,44.29,1.0,36.9
15.35,100.25,1.0,84.9
21.58,310.28,3.0,279.9
17.14,74.64,1.0,57.5
19.53,99.43,1.0,79.9
23.86,175.86,1.0,152.0
12.23,67.13,1.0,54.9
9.74,49.74,3.0,40.0
22.69,130.59,2.0,107.9
15.49,70.49,6.0,55.0
15.1,40.1,1.0,25.0
21.04,100.04,2.0,79.0
15.1,20.6,1.0,5.5
19.11,194.11,8.0,175.0
8.27,23.76,1.0,15.49
17.6,67.5,1.0,49.9
21.43,186.43,2.0,165.0
12.69,38.59,1.0,25.9
18.28,75.17,1.0,56.89
15.24,85.14,2.0,69.9
29.79,228.79,4.0,199.0
19.32,53.31,5.0,33.99
20.71,110.7,2.0,89.99
12.48,22.46,1.0,9.98
9.77,117.77,5.0,108.0
11.01,68.01,1.0,57.0
33.58,225.16,1.0,79.0
14.98,161.56,4.0,65.8
15.92,182.91,1.0,166.99
15.28,90.28,3.0,75.0
15.71,133.71,5.0,118.0
14.42,109.42,5.0,95.0
11.97,121.96,1.0,109.99
34.65,193.65,2.0,159.0
11.92,71.92,2.0,60.0
16.56,135.56,2.0,119.0
18.94,138.94,1.0,120.0
15.07,143.06,1.0,127.99
39.18,170.0,1.0,129.9
17.6,67.5,1.0,49.9
16.79,33.69,3.0,16.9
8.11,38.01,1.0,29.9
8.27,33.17,1.0,24.9
18.29,76.79,1.0,58.5
14.54,114.53,3.0,99.99
12.43,47.43,2.0,35.0
18.09,138.08,4.0,119.99
15.23,51.13,1.0,35.9
18.66,98.65,1.0,79.99
10.96,38.96,2.0,28.0
17.44,150.88,1.0,58.0
7.46,36.45,1.0,28.99
14.66,144.65,4.0,129.99
16.24,229.63,3.0,213.39
15.17,74.87,2.0,59.7
15.1,50.1,1.0,35.0
7.63,60.63,1.0,53.0
21.61,181.51,1.0,159.9
8.76,89.76,4.0,81.0
36.46,172.88,4.0,49.98
16.39,45.19,2.0,28.8
23.06,72.06,1.0,49.0
12.65,112.64,2.0,99.99
9.34,55.24,2.0,45.9
14.88,128.45,2.0,113.57
10.96,36.86,1.0,25.9
36.76,215.76,1.0,179.0
7.39,27.38,2.0,19.99
11.85,61.75,6.0,49.9
36.14,126.04,3.0,89.9
7.39,32.38,1.0,24.99
28.2,160.36,8.0,51.98
8.29,54.28,1.0,45.99
13.94,96.93,1.0,82.99
13.47,28.59,1.0,15.12
11.85,46.75,1.0,34.9
12.93,62.83,1.0,49.9
12.79,62.56,3.0,49.77
12.84,70.54,3.0,57.7
23.7,247.0,1.0,99.8
15.84,214.84,4.0,199.0
36.12,146.02,1.0,109.9
7.78,20.28,1.0,12.5
8.72,47.62,2.0,38.9
20.64,119.63,3.0,98.99
14.59,134.58,2.0,119.99
26.76,300.78000000000003,1.0,73.5
12.83,82.73,1.0,69.9
13.01,63.01,1.0,50.0
9.94,35.94,1.0,26.0
16.11,59.01,5.0,42.9
15.81,165.71,1.0,149.9
15.17,75.16,6.0,59.99
15.1,60.1,3.0,45.0
16.54,257.08,2.0,112.0
13.3,136.29,1.0,122.99
15.5,165.4,1.0,149.9
7.39,23.89,1.0,16.5
7.47,37.37,1.0,29.9
32.22,242.12,1.0,209.9
16.79,49.29,4.0,32.5
22.85,48.84,1.0,25.99
15.57,114.57,1.0,99.0
18.31,48.3,1.0,29.99
13.01,63.01,1.0,50.0
14.1,23.1,1.0,9.0
18.15,147.15,2.0,129.0
23.2,122.69,7.0,99.49
11.26,46.16,1.0,34.9
9.34,69.33,1.0,59.99
9.94,58.94,2.0,49.0
17.88,107.78,5.0,89.9
14.05,104.05,5.0,90.0
17.67,77.57,3.0,59.9
16.32,96.31,1.0,79.99
24.89,133.88,3.0,108.99
12.48,62.38,1.0,49.9
19.25,68.25,1.0,49.0
19.38,139.28,3.0,119.9
12.74,69.73,1.0,56.99
7.39,21.38,1.0,13.99
13.71,62.71,1.0,49.0
7.64,117.96,1.0,110.32
9.44,99.34,3.0,89.9
14.1,42.09,1.0,27.99
21.02,155.19,3.0,134.17
16.51,93.5,4.0,76.99
18.23,68.12,3.0,49.89
7.52,44.52,1.0,37.0
12.25,119.25,3.0,107.0
19.22,179.21,3.0,159.99
12.79,26.19,1.0,13.4
16.32,96.22,4.0,79.9
32.32,292.6,1.0,113.98
17.07,106.97,4.0,89.9
33.48,118.38,3.0,84.9
7.51,42.51,2.0,35.0
8.29,65.19,1.0,56.9
22.85,31.85,1.0,9.0
15.1,35.0,1.0,19.9
26.57,96.47,1.0,69.9
22.98,79.98,1.0,57.0
22.48,222.48,4.0,200.0
18.69,134.59,2.0,115.9
14.52,49.42,4.0,34.9
16.44,256.43,3.0,239.99
22.17,201.42,1.0,44.97
35.12,224.12,8.0,189.0
14.11,54.01,1.0,39.9
16.99,76.89,1.0,59.9
14.1,42.09,1.0,27.99
29.14,228.24,8.0,84.97999999999999
16.74,86.64,1.0,69.9
7.39,26.38,1.0,18.99
11.76,64.26,1.0,52.5
11.85,31.8,1.0,19.95
13.86,133.76,1.0,119.9
15.75,158.25,5.0,142.5
23.28,92.18,3.0,68.9
7.87,35.77,1.0,27.9
17.7,82.7,1.0,65.0
16.85,190.75,1.0,173.9
12.85,40.34,1.0,27.49
13.12,125.12,1.0,112.0
17.63,47.53,1.0,29.9
31.21,182.38,3.0,59.98
11.85,33.75,1.0,21.9
12.69,49.59,3.0,36.9
13.6,96.59,1.0,82.99
26.78,101.68,3.0,74.9
22.06,61.96,1.0,39.9
7.39,24.38,1.0,16.99
7.45,34.35,1.0,26.9
37.38,270.56,1.0,97.9
20.21,159.21,2.0,139.0
17.35,147.25,2.0,129.9
16.05,23.85,2.0,7.8
19.05,39.04,1.0,19.99
13.69,192.69,1.0,179.0
36.46,272.52,2.0,99.8
9.06,109.65,2.0,100.59
16.13,296.03,2.0,279.9
26.82,249.64,1.0,98.0
18.03,177.93,2.0,159.9
28.2,176.36,1.0,59.98
18.69,103.59,1.0,84.9
16.11,44.49,3.0,28.38
39.18,158.43,5.0,119.0
22.17,271.71,1.0,68.4
19.69,84.59,4.0,64.9
15.1,57.0,4.0,41.9
16.81,156.8,1.0,139.99
34.15,54.05,1.0,19.9
13.08,82.98,4.0,69.9
15.1,54.09,5.0,38.99
16.11,51.1,1.0,34.99
7.39,47.29,1.0,39.9
9.34,56.24,1.0,46.9
12.48,71.48,1.0,59.0
8.4,48.39,1.0,39.99
25.54,125.44,2.0,99.9
15.1,64.0,1.0,48.9
27.21,153.9,1.0,126.69
32.4,310.28,1.0,127.0
15.1,25.09,2.0,9.99
12.7,63.6,3.0,50.9
17.15,186.15,6.0,169.0
12.79,25.69,2.0,12.9
18.35,128.35,1.0,110.0
18.77,113.77,2.0,95.0
16.11,45.01,1.0,28.9
16.35,100.85,2.0,84.5
12.43,77.43,2.0,65.0
14.7,70.69,7.0,55.99
14.23,83.23,2.0,69.0
18.33,126.33,1.0,108.0
37.16,72.16,5.0,35.0
22.68,161.68,2.0,139.0
27.88,217.87,4.0,189.99
18.52,152.72,7.0,134.2
14.11,88.91,1.0,74.8
17.67,77.57,7.0,59.9
17.6,47.5,1.0,29.9
13.85,83.75,1.0,69.9
17.6,57.5,5.0,39.9
16.05,43.05,1.0,27.0
25.88,163.36,1.0,55.8
16.97,73.77,2.0,56.8
17.72,236.72,8.0,219.0
27.82,243.24,3.0,93.8
15.1,32.0,1.0,16.9
38.44,253.34,6.0,214.9
16.5,266.5,8.0,250.0
18.23,46.22,1.0,27.99
17.03,100.83,1.0,83.8
17.0,76.9,3.0,59.9
19.03,310.28,1.0,279.9
7.78,27.68,1.0,19.9
15.2,80.2,1.0,65.0
19.53,68.43,2.0,48.9
9.34,44.34,1.0,35.0
17.78,306.78,1.0,279.9
16.11,66.01,6.0,49.9
8.82,98.82,2.0,90.0
29.49,109.39,5.0,79.9
16.63,141.63,1.0,125.0
16.11,50.1,1.0,33.99
17.16,147.06,4.0,129.9
19.04,34.03,1.0,14.99
23.46,178.92,1.0,66.0
15.1,33.0,3.0,17.9
18.02,127.92,2.0,109.9
17.0,54.99,3.0,37.99
11.23,100.23,2.0,89.0
16.96,90.76,1.0,73.8
18.16,148.06,1.0,129.9
20.8,40.79,3.0,19.99
7.88,152.78,3.0,144.9
15.23,48.13,1.0,32.9
12.85,52.75,1.0,39.9
19.32,41.32,1.0,22.0
28.2,212.4,2.0,78.0
13.52,38.51,1.0,24.99
18.48,73.38,3.0,54.9
23.13,113.03,2.0,89.9
39.18,88.66,7.0,45.9
7.92,89.91,1.0,81.99
22.98,172.63,7.0,149.65
23.31,133.21,1.0,109.9
19.35,244.35,1.0,225.0
23.7,239.36,4.0,95.98
20.0,199.9,4.0,179.9
31.57,202.14,1.0,69.5
37.14,102.13,2.0,64.99
15.1,64.1,1.0,49.0
28.1,310.28,2.0,279.9
17.84,244.34,4.0,226.5
18.69,102.57,1.0,83.88
15.1,64.1,1.0,49.0
16.54,172.68,1.0,69.8
25.11,140.08,1.0,114.97
13.07,82.97,1.0,69.9
27.48,227.38,8.0,199.9
12.6,61.5,1.0,48.9
12.69,51.69,1.0,39.0
19.32,68.22,5.0,48.9
23.83,162.83,3.0,139.0
12.8,32.29,1.0,19.49
32.22,259.12,5.0,97.34
18.0,137.9,6.0,119.9
23.46,110.88,5.0,31.98
12.87,42.67,2.0,29.8
9.55,43.55,1.0,34.0
11.81,71.8,1.0,59.99
16.15,215.15,1.0,199.0
23.38,143.28,3.0,119.9
16.79,61.79,2.0,45.0
17.63,40.63,1.0,23.0
9.79,149.69,2.0,139.9
16.11,50.01,1.0,33.9
7.9,99.45,1.0,91.55
7.94,32.94,1.0,25.0
35.28,266.56,2.0,98.0
25.72,163.44,3.0,56.0
25.59,174.59,3.0,149.0
14.1,48.0,1.0,33.9
35.06,215.55,3.0,180.49
23.03,86.75,4.0,63.72
17.67,66.67,1.0,49.0
13.97,83.87,2.0,69.9
15.14,70.14,1.0,55.0
17.66,122.56,1.0,104.9
16.32,51.22,1.0,34.9
19.2,61.2,1.0,42.0
16.11,51.01,2.0,34.9
25.18,175.08,2.0,149.9
22.41,68.31,5.0,45.9
26.54,222.34,1.0,195.8
15.56,250.72,1.0,109.8
13.58,93.48,1.0,79.9
18.62,310.28,6.0,279.9
26.25,116.24,2.0,89.99
16.47,146.47,1.0,130.0
13.41,228.41,2.0,215.0
11.73,70.72,7.0,58.99
22.91,81.81,1.0,58.9
18.06,133.06,1.0,115.0
12.48,57.38,2.0,44.9
18.25,277.25,8.0,259.0
22.79,161.79,1.0,139.0
17.81,97.8,3.0,79.99
24.06,154.05,1.0,129.99
21.88,157.78,2.0,135.9
8.76,93.75,1.0,84.99
14.1,37.0,3.0,22.9
32.74,289.28,4.0,111.9
18.08,137.07,4.0,118.99
8.85,236.65,5.0,227.8
34.39,124.29,4.0,89.9
26.79,96.69,1.0,69.9
8.35,94.85,1.0,86.5
37.9,86.8,8.0,48.9
14.68,144.58,2.0,129.9
38.4,88.39,1.0,49.99
12.28,91.28,3.0,79.0
16.79,39.16,1.0,22.37
15.1,54.1,1.0,39.0
7.81,85.81,1.0,78.0
18.24,38.14,1.0,19.9
7.78,25.77,2.0,17.99
15.38,105.28,4.0,89.9
15.76,160.56,8.0,144.8
14.52,29.42,1.0,14.9
30.22,220.04,5.0,79.8
23.32,203.31,3.0,179.99
14.1,53.0,1.0,38.9
16.79,56.69,4.0,39.9
12.97,102.96,5.0,89.99
23.57,133.57,1.0,110.0
7.78,18.68,1.0,10.9
24.57,289.57,2.0,265.0
22.19,91.18,1.0,68.99
9.34,68.83,1.0,59.49
10.96,59.96,3.0,49.0
12.79,36.78,3.0,23.99
29.14,284.04,3.0,254.9
15.1,45.09,1.0,29.99
17.64,66.64,3.0,49.0
11.85,34.75,1.0,22.9
23.46,131.52,1.0,42.3
18.23,68.13,4.0,49.9
16.88,176.65,1.0,159.77
7.87,20.75,1.0,12.88
26.94,133.48,1.0,39.8
19.36,199.36,8.0,180.0
23.61,139.5,2.0,115.89
15.44,64.34,3.0,48.9
9.86,159.86,3.0,150.0
15.23,41.13,1.0,25.9
19.61,79.5,1.0,59.89
25.66,142.96,2.0,117.3
21.54,171.44,8.0,149.9
15.1,65.09,2.0,49.99
20.16,159.16,3.0,139.0
11.85,61.84,1.0,49.99
33.2,302.4,1.0,118.0
15.1,42.5,4.0,27.4
14.32,98.22,2.0,83.9
33.56,191.56,6.0,158.0
10.96,29.95,1.0,18.99
11.02,70.02,1.0,59.0
33.55,283.54,5.0,249.99
23.24,118.14,2.0,94.9
14.16,124.16,6.0,110.0
17.63,67.53,1.0,49.9
37.64,267.64,4.0,230.0
15.74,138.73,5.0,122.99
21.94,241.93,5.0,219.99
14.92,141.8,1.0,55.98
16.86,76.76,2.0,59.9
8.88,63.88,4.0,55.0
35.68,86.58,2.0,50.9
21.59,310.28,1.0,279.9
18.72,138.62,3.0,119.9
13.72,113.62,8.0,99.9
17.56,177.56,2.0,160.0
11.73,32.72,1.0,20.99
16.11,39.01,1.0,22.9
7.64,117.96,2.0,110.32
13.39,65.56,1.0,52.17
17.88,107.78,5.0,89.9
14.52,25.51,1.0,10.99
31.65,157.77,3.0,126.12
17.92,59.82,2.0,41.9
16.79,48.69,2.0,31.9
35.34,310.28,7.0,119.8
16.2,125.2,1.0,109.0
19.91,278.91,8.0,259.0
33.99,253.99,5.0,220.0
18.71,83.7,1.0,64.99
12.79,22.79,1.0,10.0
15.32,96.22,1.0,80.9
27.42,254.44,4.0,99.8
16.63,70.63,1.0,54.0
16.27,89.17,8.0,72.9
16.17,75.17,3.0,59.0
35.84,187.68,4.0,58.0
18.46,239.46,8.0,221.0
16.79,65.69,2.0,48.9
8.69,58.59,1.0,49.9
15.28,41.18,1.0,25.9
14.29,45.78,1.0,31.49
12.79,47.69,4.0,34.9
26.89,53.58,5.0,26.69
21.73,114.73,2.0,93.0
16.39,105.89,1.0,89.5
19.88,58.38,1.0,38.5
7.39,22.34,1.0,14.95
14.15,74.05,1.0,59.9
7.4,27.3,1.0,19.9
12.3,126.2,6.0,113.9
0.0,199.0,8.0,199.0
28.82,88.72,1.0,59.9
13.31,106.3,2.0,92.99
7.88,97.87,2.0,89.99
18.23,48.13,1.0,29.9
11.15,41.05,1.0,29.9
33.55,190.55,5.0,157.0
15.79,40.69,1.0,24.9
13.37,46.97,1.0,33.6
39.18,138.06,1.0,94.99
8.47,53.37,1.0,44.9
14.17,74.07,5.0,59.9
16.85,102.56,3.0,85.71
30.2,208.4,1.0,74.0
14.63,59.63,5.0,45.0
17.83,100.82,5.0,82.99
11.99,81.89,1.0,69.9
19.88,169.72,1.0,64.98
20.72,170.62,2.0,149.9
17.75,89.75,4.0,72.0
23.49,103.39,5.0,79.9
36.98,246.97,4.0,209.99
16.25,86.15,1.0,69.9
27.07,70.06,1.0,42.99
8.27,63.17,3.0,54.9
15.66,95.56,3.0,79.9
9.34,42.24,1.0,32.9
25.14,160.14,6.0,135.0
14.77,129.5,6.0,49.98
14.52,39.52,1.0,25.0
16.06,203.06,2.0,187.0
34.2,154.2,1.0,120.0
18.38,90.38,1.0,72.0
17.92,58.82,2.0,40.9
11.99,81.89,3.0,69.9
18.4,93.39,1.0,74.99
17.81,97.76,1.0,79.95
16.44,51.44,1.0,35.0
13.37,55.37,2.0,42.0
14.1,36.09,1.0,21.99
7.78,21.43,1.0,13.65
9.61,189.51,2.0,179.9
28.22,109.24,1.0,26.4
15.74,101.44,1.0,34.98
8.11,38.01,3.0,29.9
18.0,123.0,1.0,105.0
17.76,206.76,1.0,189.0
13.55,88.55,1.0,75.0
25.5,119.5,3.0,94.0
13.71,53.61,1.0,39.9
27.85,187.75,8.0,159.9
18.82,263.81,4.0,244.99
21.48,292.56,4.0,124.8
18.89,37.34,1.0,18.45
33.58,127.38,2.0,93.8
13.56,173.05,2.0,159.49
25.7,85.6,8.0,59.9
24.86,117.76,8.0,92.9
13.71,53.7,1.0,39.99
7.78,57.77,1.0,49.99
15.1,55.0,1.0,39.9
7.87,35.77,1.0,27.9
19.61,79.6,1.0,59.99
13.44,73.34,1.0,59.9
14.1,49.0,4.0,34.9
7.71,36.7,1.0,28.99
28.22,120.04,1.0,31.8
7.78,27.52,1.0,19.74
12.48,71.48,1.0,59.0
18.12,143.12,1.0,125.0
19.65,85.65,1.0,66.0
23.66,278.66,8.0,255.0
19.8,99.7,7.0,79.9
16.88,106.78,3.0,89.9
12.88,44.88,1.0,32.0
32.5,172.3,2.0,139.8
7.78,42.68,4.0,34.9
30.2,148.36,6.0,43.98
8.88,73.88,1.0,65.0
15.79,114.79,1.0,99.0
16.11,53.01,1.0,36.9
39.18,91.23,7.0,49.9
9.45,188.94,1.0,179.49
12.19,112.09,3.0,99.9
11.85,56.84,1.0,44.99
12.74,69.71,6.0,56.97
15.56,134.72,1.0,51.8
14.1,49.0,1.0,34.9
12.47,36.42,1.0,23.95
18.68,76.96,3.0,19.8
25.78,310.28,2.0,129.6
8.9,86.89,2.0,77.99
13.44,73.34,1.0,59.9
23.84,203.84,8.0,180.0
12.76,72.66,2.0,59.9
16.74,86.64,2.0,69.9
18.23,67.13,1.0,48.9
14.79,114.69,1.0,99.9
11.85,51.84,1.0,39.99
10.96,34.86,3.0,23.9
23.46,143.26,7.0,119.8
15.23,43.22,4.0,27.99
19.84,65.74,3.0,45.9
18.59,65.09,2.0,46.5
12.94,52.93,5.0,39.99
13.89,123.79,2.0,109.9
15.1,50.0,1.0,34.9
9.34,59.34,2.0,50.0
12.89,45.89,4.0,33.0
22.21,62.21,1.0,40.0
21.66,220.66,4.0,199.0
15.52,75.42,1.0,59.9
7.39,18.94,1.0,11.55
12.92,49.92,1.0,37.0
9.91,157.91,3.0,148.0
7.78,56.78,5.0,49.0
7.39,56.39,2.0,49.0
31.4,272.4,2.0,104.8
13.26,98.26,1.0,85.0
34.83,154.83,3.0,120.0
7.64,117.96,1.0,110.32
26.94,209.8,5.0,77.96
17.56,135.36,3.0,117.8
13.42,70.32,1.0,56.9
16.25,86.15,4.0,69.9
30.68,150.67,1.0,119.99
10.96,46.95,4.0,35.99
28.64,208.64,8.0,180.0
14.72,153.72,5.0,139.0
9.34,69.24,3.0,59.9
22.25,68.15,1.0,45.9
8.88,68.87,3.0,59.99
22.85,52.84,1.0,29.99
17.63,47.62,1.0,29.99
17.99,77.89,1.0,59.9
24.19,253.88,3.0,229.69
18.23,46.13,1.0,27.9
7.78,64.77,1.0,56.99
18.23,48.13,4.0,29.9
16.05,43.05,1.0,27.0
22.5,112.49,1.0,89.99
21.54,171.44,4.0,149.9
14.52,44.52,1.0,30.0
18.23,47.22,4.0,28.99
11.85,31.75,1.0,19.9
25.9,219.6,8.0,83.9
24.99,147.98,3.0,122.99
19.32,248.36,4.0,229.04
14.21,79.81,1.0,65.6
19.5,95.4,1.0,75.9
15.1,43.0,1.0,27.9
26.98,155.98,3.0,129.0
22.06,52.05,1.0,29.99
7.82,87.32,4.0,79.5
7.4,27.3,1.0,19.9
16.05,45.55,4.0,29.5
31.97,206.87,4.0,174.9
17.92,64.82,3.0,46.9
12.68,181.68,3.0,169.0
16.32,120.22,8.0,103.9
17.67,77.57,1.0,59.9
7.41,29.4,1.0,21.99
35.0,114.0,1.0,79.0
17.64,216.64,4.0,199.0
35.91,115.81,1.0,79.9
13.44,73.34,7.0,59.9
12.72,67.62,1.0,54.9
12.63,84.63,1.0,72.0
30.12,250.02,5.0,219.9
19.63,113.23,6.0,93.6
15.23,65.13,1.0,49.9
15.51,105.48,1.0,89.97
15.23,62.88,1.0,47.65
18.35,53.34,1.0,34.99
9.58,119.48,1.0,109.9
15.23,24.22,1.0,8.99
19.74,129.74,2.0,110.0
32.64,247.28,4.0,91.0
18.01,52.91,2.0,34.9
12.48,30.38,1.0,17.9
11.08,78.08,1.0,67.0
18.73,108.72,1.0,89.99
14.91,284.81,1.0,269.9
15.23,37.22,1.0,21.99
13.92,103.91,2.0,89.99
24.11,254.01,1.0,229.9
17.67,77.57,1.0,59.9
14.15,71.14,3.0,56.99
8.33,33.23,1.0,24.9
12.93,62.43,1.0,49.5
9.34,69.33,3.0,59.99
19.38,139.28,1.0,119.9
32.22,264.32,2.0,99.94
13.05,116.95,1.0,103.9
18.23,24.73,2.0,6.5
27.13,177.13,1.0,150.0
18.23,34.13,1.0,15.9
17.06,41.96,3.0,24.9
13.61,52.51,1.0,38.9
11.29,106.19,3.0,94.9
11.74,28.64,1.0,16.9
22.87,44.86,4.0,21.99
13.91,91.91,6.0,78.0
16.64,286.64,2.0,270.0
11.85,57.35,4.0,45.5
12.62,82.61,2.0,69.99
17.6,67.5,1.0,49.9
8.72,77.61,1.0,68.89
9.13,277.12,5.0,267.99
8.72,38.71,3.0,29.99
8.72,54.62,1.0,45.9
9.97,88.87,1.0,78.9
7.55,19.55,1.0,12.0
7.78,72.68,1.0,64.9
18.34,128.29,1.0,109.95
15.8,165.8,2.0,150.0
15.18,75.08,1.0,59.9
14.1,44.08,4.0,29.98
18.55,138.49,5.0,119.94
7.39,32.39,1.0,25.0
37.13,185.03,4.0,147.9
30.85,180.85,1.0,150.0
16.11,56.01,1.0,39.9
34.22,94.12,4.0,59.9
11.85,25.5,1.0,13.65
15.1,37.09,3.0,21.99
17.5,101.5,5.0,84.0
12.9,212.88,4.0,199.98
15.1,53.0,2.0,37.9
12.78,105.28,1.0,92.5
15.27,39.26,1.0,23.99
39.18,170.0,1.0,129.9
12.64,302.64,3.0,279.9
24.05,234.05,2.0,210.0
7.78,56.78,1.0,49.0
9.16,209.06,8.0,199.9
12.79,31.79,3.0,19.0
10.13,64.03,6.0,53.9
15.33,98.23,1.0,82.9
19.89,119.79,3.0,99.9
23.7,41.5,1.0,17.8
7.78,37.77,1.0,29.99
11.89,34.89,1.0,23.0
15.2,80.2,3.0,65.0
17.15,215.15,4.0,198.0
16.83,177.38,3.0,160.55
12.79,28.78,2.0,15.99
11.72,111.7,7.0,99.98
11.44,71.43,1.0,59.99
14.51,214.41,2.0,199.9
19.72,94.72,1.0,75.0
15.1,48.09,1.0,32.99
19.8,99.7,2.0,79.9
13.6,81.5,2.0,67.9
11.85,31.75,2.0,19.9
18.23,38.63,3.0,20.4
33.62,222.62,6.0,189.0
15.56,227.12,4.0,98.0
18.11,62.16,2.0,44.05
18.16,148.15,4.0,129.99
34.65,193.65,1.0,159.0
12.61,80.61,1.0,68.0
17.96,72.86,1.0,54.9
15.1,28.0,1.0,12.9
12.79,55.79,1.0,43.0
30.22,260.04,2.0,99.8
16.79,36.69,1.0,19.9
20.85,122.08,4.0,40.19
15.31,94.8,6.0,79.49
14.1,32.99,1.0,18.89
17.37,136.37,2.0,119.0
12.68,180.6,6.0,167.92
25.63,72.88,1.0,47.25
14.31,94.3,1.0,79.99
30.22,70.02,3.0,39.8
7.39,24.76,1.0,17.37
17.23,196.72,4.0,179.49
13.44,73.34,1.0,59.9
28.04,307.94,8.0,279.9
15.19,78.18,2.0,62.99
14.52,33.51,1.0,18.99
7.39,20.29,2.0,12.9
9.58,104.08,1.0,94.5
20.28,133.28,1.0,113.0
13.72,180.71,5.0,166.99
17.16,147.15,5.0,129.99
19.74,138.74,5.0,119.0
14.1,40.09,4.0,25.99
15.24,35.24,1.0,20.0
18.22,233.22,4.0,215.0
18.74,141.73,5.0,122.99
7.71,37.61,1.0,29.9
14.1,46.0,2.0,31.9
8.96,38.96,1.0,30.0
23.7,79.0,1.0,15.8
34.32,307.44,1.0,119.4
26.25,116.24,2.0,89.99
18.23,37.03,3.0,18.8
15.1,54.0,1.0,38.9
13.37,53.37,5.0,40.0
15.61,138.6,2.0,122.99
24.5,199.49,4.0,174.99
11.85,34.75,3.0,22.9
9.09,59.08,1.0,49.99
25.67,80.67,1.0,55.0
18.35,54.25,1.0,35.9
10.96,45.95,1.0,34.99
16.38,104.28,3.0,87.9
17.67,77.57,1.0,59.9
18.49,148.49,2.0,130.0
37.39,105.39,1.0,68.0
15.41,95.01,4.0,79.6
17.16,147.15,7.0,129.99
15.1,40.0,1.0,24.9
15.42,60.42,2.0,45.0
8.72,89.1,1.0,80.38
13.55,89.05,1.0,75.5
12.72,97.62,4.0,84.9
7.39,55.04,2.0,47.65
39.07,151.07,5.0,112.0
13.22,124.82,1.0,111.6
17.78,66.68,1.0,48.9
15.82,167.56,6.0,151.74
12.49,153.8,7.0,141.31
14.1,42.0,1.0,27.9
7.39,23.38,1.0,15.99
12.25,162.15,3.0,149.9
14.56,113.56,2.0,99.0
21.26,131.16,3.0,109.9
16.82,98.31,2.0,81.49
22.93,67.92,3.0,44.99
28.43,178.4,6.0,149.97
38.4,131.9,1.0,93.5
14.31,198.91,6.0,184.6
26.71,116.7,2.0,89.99
15.1,34.0,1.0,18.9
7.71,37.61,1.0,29.9
6.78,46.77,4.0,39.99
21.29,141.28,1.0,119.99
7.44,32.43,1.0,24.99
30.2,176.4,1.0,58.0
32.94,225.48,3.0,79.8
13.65,57.65,2.0,44.0
13.08,88.08,4.0,75.0
8.72,33.72,3.0,25.0
7.78,25.68,1.0,17.9
16.79,36.69,1.0,19.9
17.02,81.02,2.0,64.0
35.2,230.4,1.0,80.0
14.94,124.84,6.0,109.9
15.1,45.0,1.0,29.9
9.45,188.45,4.0,179.0
24.84,40.16,4.0,15.32
9.34,128.14,5.0,118.8
15.17,75.07,1.0,59.9
9.73,149.72,3.0,139.99
17.8,96.8,1.0,79.0
11.85,35.84,1.0,23.99
16.39,106.38,4.0,89.99
13.0,72.9,3.0,59.9
10.96,35.86,3.0,24.9
7.58,52.57,1.0,44.99
7.75,32.65,1.0,24.9
14.1,49.1,1.0,35.0
37.26,270.52,2.0,98.0
8.11,38.1,3.0,29.99
13.88,88.87,5.0,74.99
10.02,225.02,3.0,215.0
14.16,64.06,1.0,49.9
15.23,45.13,1.0,29.9
32.26,208.16,6.0,175.9
14.51,144.5,3.0,129.99
22.13,82.03,1.0,59.9
18.99,284.89,5.0,265.9
17.95,117.94,2.0,99.99
14.54,149.54,5.0,135.0
25.81,163.81,2.0,138.0
15.13,69.12,3.0,53.99
