order_item_count,total_freight_value,total_payment,payment_installments,total_price
1,14.37,154.36,1.0,139.99
1,15.1,35.0,1.0,19.9
1,14.1,44.0,3.0,29.9
1,18.23,62.23,1.0,44.0
3,42.3,231.57,7.0,34.89
1,12.69,51.69,1.0,39.0
1,16.39,76.38,2.0,59.99
1,14.1,43.1,2.0,29.0
1,17.83,216.83,1.0,199.0
1,11.76,91.66,9.0,79.9
1,18.25,71.8,1.0,53.55
1,44.33,373.33,5.0,329.0
1,12.76,72.66,3.0,59.9
1,7.78,52.77,5.0,44.99
1,21.08,110.98,1.0,89.9
1,14.7,69.69,1.0,54.99
1,12.79,42.77,4.0,29.98
2,16.52,513.04,3.0,240.0
1,13.18,101.78,1.0,88.6
1,12.86,40.76,1.0,27.9
1,17.87,105.77,10.0,87.9
1,37.92,126.92,6.0,89.0
1,33.57,1038.56,10.0,1004.99
1,15.17,75.07,5.0,59.9
1,12.79,46.29,2.0,33.5
1,8.3,157.3,1.0,149.0
1,15.1,35.09,3.0,19.99
2,32.1,491.8,1.0,213.8
1,15.1,35.0,1.0,19.9
1,15.1,53.0,1.0,37.9
1,56.88,735.88,5.0,679.0
1,17.6,62.59,1.0,44.99
3,54.69,568.98,3.0,134.97
2,21.92,106.84,3.0,31.5
1,15.1,60.09,1.0,44.99
1,17.13,46.03,1.0,28.9
1,7.39,22.38,1.0,14.99
1,0.0,69.9,6.0,69.9
1,23.8,322.8,6.0,299.0
1,15.48,119.48,3.0,104.0
1,13.71,112.7,10.0,98.99
1,8.5,57.39,1.0,48.89
2,28.84,1297.64,6.0,619.98
1,19.66,79.56,6.0,59.9
1,15.56,55.46,1.0,39.9
1,46.93,255.83,1.0,208.9
2,18.98,577.36,3.0,269.70000000000005
1,21.68,141.58,2.0,119.9
2,50.42,78.09,1.0,105.76
1,17.6,61.16,2.0,43.56
2,14.96,157.92,3.0,64.0
1,27.13,126.13,6.0,99.0
1,16.53,126.43,1.0,109.9
1,15.94,185.94,5.0,170.0
1,35.43,165.4,3.0,129.97
1,58.06,1257.96,7.0,1199.9
1,12.69,44.59,4.0,31.9
1,21.15,61.19,6.0,32.99
1,84.63,207.62,5.0,122.99
2,45.38,252.59,2.0,459.8
1,14.61,137.6,3.0,122.99
1,18.23,66.23,1.0,48.0
1,13.66,105.66,4.0,92.0
1,16.6,56.5,1.0,39.9
1,18.02,127.92,10.0,109.9
1,17.21,303.11,1.0,285.9
1,15.81,165.81,3.0,150.0
1,15.65,265.55,1.0,249.9
1,12.95,162.85,3.0,149.9
1,37.11,97.11,8.0,60.0
2,26.88,293.36,1.0,119.8
1,16.86,76.76,1.0,59.9
1,19.91,399.9,10.0,379.99
3,88.07,1335.57,1.0,357.13
1,15.36,84.36,1.0,69.0
1,27.47,415.97,2.0,388.5
1,15.23,60.23,2.0,45.0
1,19.74,138.74,2.0,119.0
1,15.36,185.26,6.0,169.9
1,17.6,67.5,6.0,49.9
1,41.72,721.71,10.0,679.99
1,12.69,32.59,1.0,19.9
1,15.46,66.46,1.0,51.0
1,45.89,344.89,10.0,299.0
1,7.78,42.78,1.0,35.0
1,19.97,318.97,6.0,299.0
1,28.65,328.52,1.0,299.87
1,16.1,209.1,5.0,193.0
1,17.63,63.53,3.0,45.9
1,27.81,442.81,8.0,415.0
1,66.83,1265.83,10.0,1199.0
1,9.73,229.72,2.0,219.99
1,9.59,108.59,3.0,99.0
1,15.52,111.42,1.0,95.9
1,27.37,212.27,4.0,184.9
1,13.87,135.77,1.0,121.9
1,15.11,60.1,1.0,44.99
1,15.98,35.88,1.0,19.9
1,15.1,65.0,1.0,49.9
1,19.48,219.38,4.0,199.9
2,39.0,437.6,1.0,179.8
1,16.58,151.58,7.0,135.0
1,46.92,102.82,1.0,55.9
1,11.74,48.59,1.0,36.85
3,36.66,157.12,1.0,434.7000000000001
2,14.78,244.72,2.0,107.58
1,38.9,231.9,7.0,193.0
1,30.22,129.22,3.0,99.0
1,15.23,28.93,1.0,13.7
1,25.55,202.54,4.0,176.99
1,28.21,298.11,10.0,269.9
1,15.25,85.15,1.0,69.9
1,12.79,32.69,1.0,19.9
1,12.88,75.18,1.0,62.3
1,18.59,158.58,10.0,139.99
1,16.17,93.13,1.0,76.96
1,8.72,65.71,6.0,56.99
1,12.7,63.6,6.0,50.9
1,9.37,89.27,1.0,79.9
1,21.22,125.75,2.0,104.53
1,8.64,53.54,2.0,44.9
1,13.99,72.66,4.0,58.67
1,7.39,57.29,1.0,49.9
1,67.49,196.49,2.0,129.0
1,7.53,46.53,1.0,39.0
1,0.0,110.0,2.0,110.0
1,15.14,71.14,7.0,56.0
2,35.06,130.52,1.0,225.98
1,24.16,103.16,10.0,79.0
1,18.31,48.3,1.0,29.99
1,12.48,47.38,1.0,34.9
1,9.1,59.0,1.0,49.9
2,164.62,2329.24,1.0,1000.0
1,7.78,22.77,1.0,14.99
1,13.75,200.75,8.0,187.0
3,56.91,660.24,1.0,163.17000000000002
2,39.53,468.66,6.0,194.8
1,21.39,150.39,4.0,129.0
2,32.38,308.76,2.0,122.0
1,38.51,266.51,3.0,228.0
1,19.89,119.79,2.0,99.9
1,12.88,43.88,1.0,31.0
1,18.57,117.57,1.0,99.0
1,13.68,210.48,7.0,196.8
1,11.85,38.75,3.0,26.9
3,40.32,658.26,3.0,179.10000000000002
4,60.4,256.4,1.0,196.0
1,12.23,132.13,1.0,119.9
1,8.29,64.28,1.0,55.99
1,14.42,214.32,1.0,199.9
1,18.23,67.13,1.0,48.9
1,18.13,97.13,8.0,79.0
2,20.76,179.3,3.0,68.89
1,22.67,62.57,1.0,39.9
2,53.21,486.22,1.0,189.9
1,33.02,181.77,7.0,148.75
2,42.06,443.72,4.0,179.8
2,41.96,363.52,2.0,139.8
1,11.01,68.0,1.0,56.99
2,31.44,542.48,2.0,239.8
2,35.34,266.68,10.0,98.0
1,23.43,113.43,1.0,90.0
1,9.34,33.24,2.0,23.9
1,18.2,115.64,5.0,89.9
1,23.76,152.76,1.0,129.0
3,69.6,838.71,1.0,209.97
1,8.03,118.35,2.0,110.32
1,7.53,45.78,1.0,38.25
1,9.09,53.99,1.0,44.9
1,18.29,303.19,3.0,284.9
1,11.85,49.75,1.0,37.9
1,7.78,37.68,1.0,29.9
2,25.82,249.44,4.0,98.9
1,26.78,626.68,3.0,599.9
2,16.22,152.04,2.0,59.8
1,54.12,540.02,8.0,485.9
1,9.33,157.32,2.0,147.99
1,42.69,132.59,3.0,89.9
1,19.29,73.29,3.0,54.0
1,17.23,196.72,4.0,179.49
1,14.13,173.13,3.0,159.0
1,24.18,194.17,3.0,169.99
1,18.78,147.78,1.0,129.0
1,8.34,33.33,1.0,24.99
1,26.87,131.87,1.0,105.0
1,12.82,111.82,3.0,99.0
2,33.58,165.16,8.0,49.0
1,18.3,46.2,1.0,27.9
1,24.11,154.1,1.0,129.99
1,33.83,233.8,3.0,199.97
1,23.16,86.06,6.0,62.9
1,10.18,299.18,4.0,289.0
3,52.85,1382.52,3.0,408.0
1,18.44,66.44,2.0,48.0
1,12.69,59.24,1.0,46.55
1,22.85,62.84,5.0,39.99
1,9.03,48.93,1.0,39.9
1,7.78,42.78,1.0,35.0
1,28.18,178.08,2.0,149.9
1,18.6,88.5,1.0,69.9
2,14.78,49.88,1.0,84.98
1,49.26,309.25,6.0,259.99
1,13.37,62.27,6.0,48.9
1,13.61,363.51,10.0,349.9
1,7.78,76.78,1.0,69.0
2,36.88,141.43,1.0,245.98
1,23.19,152.09,10.0,128.9
1,22.81,98.14,1.0,75.33
1,13.37,52.37,3.0,39.0
2,46.72,103.26,1.0,159.8
1,16.79,37.68,1.0,20.89
1,20.09,133.09,1.0,113.0
1,15.34,100.24,1.0,84.9
1,35.35,175.25,10.0,139.9
1,20.4,380.4,3.0,360.0
1,18.23,371.13,1.0,352.9
3,81.51,1644.9299999999998,10.0,466.8
1,18.58,94.48,1.0,75.9
1,15.93,184.92,1.0,168.99
1,27.75,457.65,10.0,429.9
1,12.21,182.11,8.0,169.9
1,21.0,236.0,6.0,215.0
1,18.39,177.39,1.0,159.0
1,23.17,107.07,4.0,83.9
2,27.3,414.56,1.0,179.98
1,18.08,137.07,1.0,118.99
1,23.12,193.02,1.0,169.9
1,11.3,51.2,1.0,39.9
1,16.11,62.01,6.0,45.9
1,16.11,65.11,4.0,49.0
1,13.53,153.43,6.0,139.9
1,26.16,215.31,10.0,189.15
1,7.9,99.45,4.0,91.55
1,10.96,30.76,1.0,19.8
1,65.37,544.41,10.0,479.04
1,17.88,107.78,10.0,89.9
1,14.58,132.58,5.0,118.0
1,23.49,153.39,10.0,129.9
1,19.04,41.03,1.0,21.99
1,16.11,65.01,1.0,48.9
1,8.27,42.27,4.0,34.0
1,13.13,92.12,4.0,78.99
1,15.1,65.0,3.0,49.9
1,17.65,192.55,2.0,174.9
1,18.61,91.61,1.0,73.0
1,18.23,46.22,4.0,27.99
1,27.24,127.24,6.0,100.0
1,11.64,89.54,1.0,77.9
1,13.84,130.43,2.0,116.59
3,79.65,840.24,4.0,200.43
1,7.78,42.68,1.0,34.9
1,16.26,87.16,1.0,70.9
1,22.68,561.68,1.0,539.0
2,32.68,397.36,3.0,166.0
1,8.72,48.71,1.0,39.99
1,7.78,57.68,1.0,49.9
1,15.45,65.44,3.0,49.99
1,17.06,43.96,4.0,26.9
1,10.96,26.71,1.0,15.75
2,47.08,514.16,4.0,210.0
1,17.83,216.83,3.0,199.0
1,40.84,150.83,3.0,109.99
1,18.71,137.61,1.0,118.9
1,11.15,69.05,2.0,57.9
1,14.1,59.09,5.0,44.99
1,19.44,688.44,10.0,669.0
1,17.67,77.57,2.0,59.9
2,101.7,315.36,3.0,55.98
1,12.74,69.71,6.0,56.97
2,18.68,100.96,1.0,31.8
1,21.15,36.15,1.0,15.0
1,15.1,29.08,2.0,13.98
1,7.78,27.68,1.0,19.9
1,18.29,77.29,1.0,59.0
1,16.11,58.01,1.0,41.9
1,26.09,175.99,2.0,149.9
1,10.96,41.96,1.0,31.0
1,15.21,80.11,1.0,64.9
1,8.72,32.42,1.0,23.7
1,17.66,76.66,7.0,59.0
1,14.52,50.51,1.0,35.99
1,26.78,101.68,3.0,74.9
1,16.54,206.44,2.0,189.9
1,26.43,61.33,1.0,34.9
1,22.49,102.39,1.0,79.9
1,16.39,201.29,2.0,184.9
1,12.78,527.77,8.0,514.99
1,9.27,114.27,1.0,105.0
2,32.22,204.44,4.0,70.0
1,15.1,45.09,1.0,29.99
1,12.9,212.8,7.0,199.9
1,35.16,235.06,15.0,199.9
6,167.04,3878.64,3.0,479.4
1,12.24,152.24,8.0,140.0
1,15.11,37.61,1.0,22.5
1,26.55,2026.54,10.0,1999.99
1,7.46,35.36,1.0,27.9
1,15.87,175.77,1.0,159.9
1,13.08,118.68,1.0,105.6
1,19.98,89.88,1.0,69.9
1,18.73,138.63,5.0,119.9
1,24.45,527.79,8.0,503.34
1,60.75,1260.65,8.0,1199.9
1,19.15,149.15,2.0,130.0
1,26.38,246.38,3.0,220.0
1,14.11,130.11,1.0,116.0
1,15.23,30.23,1.0,15.0
1,15.23,38.93,1.0,23.7
1,17.58,207.57,2.0,189.99
1,21.35,75.25,1.0,53.9
1,7.78,23.78,1.0,16.0
1,18.31,48.21,4.0,29.9
1,14.27,89.17,1.0,74.9
1,22.06,61.06,1.0,39.0
1,10.05,409.95,10.0,399.9
1,16.9,117.9,1.0,101.0
1,19.92,154.92,1.0,135.0
1,15.23,45.22,4.0,29.99
1,17.63,34.53,1.0,16.9
1,7.39,15.84,1.0,8.45
2,49.2,238.4,10.0,70.0
1,12.05,90.95,1.0,78.9
1,18.23,67.23,1.0,49.0
1,18.23,43.22,1.0,24.99
1,15.3,75.29,1.0,59.99
1,7.78,21.77,1.0,13.99
1,14.89,129.79,1.0,114.9
1,18.91,165.56,8.0,146.65
1,7.71,25.41,1.0,17.7
1,37.04,79.04,1.0,42.0
1,44.59,434.49,4.0,389.9
1,25.63,50.62,1.0,24.99
1,7.87,49.87,1.0,42.0
1,15.23,25.13,1.0,9.9
1,15.23,84.23,3.0,69.0
1,20.99,70.89,5.0,49.9
1,9.44,98.62,2.0,89.18
1,15.31,95.3,1.0,79.99
2,28.3,142.28,1.0,113.98
1,10.57,270.47,1.0,259.9
1,21.15,51.14,4.0,29.99
1,11.87,107.02,1.0,95.15
1,12.61,81.61,1.0,69.0
1,11.23,270.23,2.0,259.0
1,13.71,112.71,2.0,99.0
1,12.43,29.43,2.0,17.0
1,15.4,93.4,2.0,78.0
1,11.73,69.72,3.0,57.99
6,109.8,2815.2,8.0,359.4
2,85.77000000000001,851.32,2.0,339.89
1,14.57,134.56,8.0,119.99
1,13.07,72.06,1.0,58.99
1,20.05,269.95,3.0,249.9
1,21.25,139.75,1.0,118.5
1,21.43,111.43,3.0,90.0
1,23.41,142.41,1.0,119.0
1,16.43,112.79,1.0,96.36
1,17.36,246.36,5.0,229.0
1,13.46,293.36,1.0,279.9
2,28.32,289.44,1.0,116.4
1,77.23,477.13,4.0,399.9
1,64.85,1063.75,10.0,998.9
1,26.78,241.27,1.0,214.49
1,13.71,112.71,10.0,99.0
1,12.83,130.73,1.0,117.9
1,22.27,227.27,6.0,205.0
1,15.87,175.87,1.0,160.0
2,24.22,198.22,8.0,174.0
1,14.55,233.55,10.0,219.0
1,11.92,71.82,5.0,59.9
1,15.69,150.68,2.0,134.99
2,0.0,440.0,4.0,220.0
1,13.01,63.01,1.0,50.0
1,16.05,20.95,1.0,4.9
1,12.13,102.03,2.0,89.9
1,13.93,143.83,3.0,129.9
1,17.37,177.36,8.0,159.99
1,12.79,21.79,1.0,9.0
1,33.5,183.4,1.0,149.9
2,57.35,458.48,12.0,171.89
1,33.29,153.24,4.0,119.95
1,16.95,186.94,3.0,169.99
1,25.11,155.1,3.0,129.99
1,14.7,69.69,6.0,54.99
1,18.23,38.22,1.0,19.99
1,33.39,168.29,4.0,134.9
1,27.58,207.57,10.0,179.99
1,7.78,67.68,2.0,59.9
1,61.24,348.24,1.0,287.0
1,43.86,243.76,8.0,199.9
1,11.89,51.88,1.0,39.99
1,23.11,88.01,2.0,64.9
1,7.71,32.61,1.0,24.9
1,7.78,31.77,3.0,23.99
1,12.04,130.94,4.0,118.9
1,13.94,96.93,1.0,82.99
1,16.11,62.01,1.0,45.9
1,27.0,92.9,1.0,65.9
1,15.1,41.0,3.0,25.9
1,29.52,189.42,9.0,159.9
1,19.25,184.15,6.0,164.9
1,18.27,42.27,4.0,24.0
1,17.63,187.6,3.0,169.97
1,26.25,116.24,2.0,89.99
1,16.41,48.27,1.0,31.86
2,33.2,196.96,1.0,65.28
1,19.95,69.85,2.0,49.9
1,17.72,297.62,8.0,279.9
1,19.58,75.68,7.0,56.1
1,21.24,127.74,6.0,106.5
1,13.43,72.43,1.0,59.0
1,9.34,56.97,5.0,39.99
1,15.1,43.1,1.0,28.0
1,24.17,263.17,2.0,239.0
1,8.32,88.31,8.0,79.99
1,30.5,169.5,3.0,139.0
1,13.37,58.27,1.0,44.9
1,13.03,111.82,1.0,98.79
1,19.68,89.67,3.0,69.99
1,15.94,185.84,1.0,169.9
1,125.84,375.74,1.0,249.9
1,69.21,319.11,1.0,249.9
1,178.11,1368.11,10.0,1190.0
1,13.21,123.21,1.0,110.0
1,9.34,68.01,1.0,58.67
4,127.32,2987.84,1.0,619.64
1,14.42,134.42,2.0,120.0
1,15.1,35.1,1.0,20.0
1,28.38,228.28,3.0,199.9
1,17.96,136.96,10.0,119.0
1,19.19,218.19,10.0,199.0
1,7.78,42.68,2.0,34.9
1,15.24,85.24,1.0,70.0
2,15.74,111.48,1.0,40.0
1,13.6,313.5,4.0,299.9
1,23.56,163.56,4.0,140.0
1,20.28,530.27,1.0,509.99
1,13.56,63.46,2.0,49.9
1,17.09,109.59,1.0,92.5
1,77.65,122.65,3.0,45.0
1,7.78,32.77,1.0,24.99
1,13.78,73.77,1.0,59.99
1,34.15,54.05,1.0,19.9
1,35.88,118.87,8.0,82.99
1,28.42,177.42,2.0,149.0
1,12.92,108.76,2.0,95.84
1,16.5,61.4,3.0,44.9
1,28.75,68.74,1.0,39.99
1,9.34,44.24,4.0,34.9
1,14.13,74.03,3.0,59.9
2,16.54,169.04,3.0,67.98
1,14.61,509.61,1.0,495.0
2,47.2,554.0,1.0,229.8
1,90.95,708.95,5.0,618.0
1,16.12,86.02,2.0,69.9
1,8.29,22.19,1.0,13.9
2,355.96,1227.98,8.0,2100.0
1,14.52,38.42,1.0,23.9
1,84.51,573.51,1.0,489.0
1,16.17,75.07,5.0,58.9
1,15.07,123.97,2.0,108.9
1,16.1,191.09,18.0,174.99
1,20.99,70.89,1.0,49.9
1,22.95,50.94,5.0,27.99
1,18.04,77.94,3.0,59.9
4,58.96,152.56,2.0,93.6
1,8.29,32.19,1.0,23.9
2,21.92,190.84,1.0,73.5
1,14.9,119.8,5.0,104.9
1,13.52,112.52,2.0,99.0
1,12.91,47.9,1.0,34.99
1,20.47,48.75,3.0,28.28
1,15.79,164.79,3.0,149.0
1,15.39,106.39,5.0,91.0
3,44.79,1115.37,7.0,327.0
1,18.63,125.23,1.0,106.6
2,32.24,146.02,1.0,259.8
1,39.97,179.87,1.0,139.9
2,29.14,278.28,1.0,110.0
1,18.45,100.44,1.0,81.99
1,22.85,47.74,1.0,24.89
3,23.34,171.36,1.0,33.78
1,13.28,133.28,10.0,120.0
1,18.0,124.74,4.0,106.74
1,14.44,199.44,1.0,185.0
1,20.07,137.97,4.0,117.9
1,13.56,106.66,2.0,93.1
1,11.85,41.75,3.0,29.9
1,17.59,166.59,1.0,149.0
1,14.98,193.98,1.0,179.0
1,16.11,64.1,1.0,47.99
2,19.4,354.4,5.0,157.8
1,19.4,48.89,1.0,29.49
1,45.99,144.99,3.0,99.0
1,16.87,104.87,3.0,88.0
2,47.260000000000005,234.48,3.0,69.98
2,35.72,406.6,6.0,167.57999999999998
1,16.32,56.22,1.0,39.9
1,19.13,104.12,4.0,84.99
1,8.72,58.72,1.0,50.0
1,54.35,304.35,5.0,250.0
1,14.1,43.6,4.0,29.5
2,36.46,268.92,8.0,98.0
1,26.44,126.43,1.0,99.99
1,25.59,413.59,1.0,388.0
1,16.79,42.69,1.0,25.9
1,42.73,292.63,1.0,249.9
1,15.3,94.3,1.0,79.0
1,16.02,71.92,7.0,55.9
1,111.21,1423.21,10.0,1312.0
1,17.72,200.72,1.0,183.0
1,11.74,61.64,1.0,49.9
1,27.72,90.62,4.0,62.9
2,28.22,43.11,1.0,58.0
1,7.78,26.77,2.0,18.99
1,13.92,61.92,1.0,48.0
1,16.43,256.33,2.0,239.9
1,11.73,75.73,3.0,64.0
1,8.88,63.88,1.0,55.0
1,21.23,191.22,1.0,169.99
1,12.32,172.22,3.0,159.9
1,27.73,134.53,2.0,106.8
1,15.64,185.64,3.0,170.0
1,15.9,325.89,10.0,309.99
1,16.83,71.83,4.0,55.0
1,14.17,74.07,7.0,59.9
1,20.99,349.99,5.0,329.0
1,14.27,793.27,10.0,779.0
1,17.66,76.65,5.0,58.99
1,7.53,102.53,2.0,95.0
1,8.94,92.84,1.0,83.9
2,30.62,180.84,1.0,59.8
1,15.1,35.0,1.0,19.9
3,46.47,1084.41,1.0,315.0
1,20.77,85.77,1.0,65.0
1,15.29,155.29,2.0,140.0
1,14.11,20.11,1.0,6.0
1,25.73,90.73,2.0,65.0
1,53.79,223.78,1.0,169.99
1,14.1,54.0,1.0,39.9
1,12.55,162.45,1.0,149.9
1,14.1,36.09,1.0,21.99
1,46.24,156.23,2.0,109.99
2,33.58,170.76,1.0,51.8
1,16.26,106.16,4.0,89.9
1,13.21,91.21,3.0,78.0
1,16.79,33.78,1.0,16.99
1,46.31,256.31,2.0,210.0
1,15.1,38.8,1.0,23.7
1,15.22,145.12,3.0,129.9
2,28.24,264.48,8.0,104.0
2,64.44,528.48,5.0,199.8
1,11.88,66.37,1.0,54.49
1,14.99,143.55,2.0,128.56
1,14.51,74.41,1.0,59.9
1,34.76,113.76,2.0,79.0
1,22.93,65.92,3.0,42.99
1,21.78,121.68,1.0,99.9
1,25.89,175.87,1.0,149.98
1,18.97,174.97,1.0,156.0
1,37.64,267.64,1.0,230.0
1,22.8,352.7,10.0,329.9
1,34.14,240.04,3.0,205.9
1,15.67,145.57,2.0,129.9
1,24.69,574.68,10.0,549.99
1,11.85,26.84,1.0,14.99
1,23.84,122.74,2.0,98.9
1,9.28,139.27,1.0,129.99
1,11.87,64.77,1.0,52.9
1,23.32,88.32,3.0,65.0
1,9.09,65.94,1.0,56.85
1,18.23,36.73,1.0,18.5
1,32.28,262.28,1.0,230.0
1,23.62,213.52,5.0,189.9
1,18.63,137.52,1.0,118.89
3,52.89,382.68,1.0,74.67
1,22.1,47.0,1.0,24.9
1,31.44,193.34,1.0,161.9
1,13.62,53.62,1.0,40.0
1,7.78,21.77,2.0,13.99
1,17.01,195.0,8.0,177.99
1,14.1,32.59,3.0,18.49
1,18.87,128.86,8.0,109.99
1,8.72,81.72,4.0,73.0
1,18.23,36.13,1.0,17.9
1,12.79,52.69,1.0,39.9
1,16.11,66.01,1.0,49.9
1,62.78,202.68,2.0,139.9
1,12.05,91.05,1.0,79.0
1,20.23,410.13,10.0,389.9
2,27.42,414.44,1.0,179.8
1,19.84,60.34,1.0,40.5
1,33.95,91.95,1.0,58.0
1,21.97,117.12,2.0,95.15
1,16.32,56.31,5.0,39.99
1,16.81,70.31,6.0,53.5
1,7.87,32.77,1.0,24.9
1,31.99,201.89,1.0,169.9
1,17.84,147.84,2.0,130.0
2,29.18,258.32,1.0,99.98
2,31.38,301.18,10.0,269.8
1,10.96,23.86,2.0,12.9
1,57.04,126.94,1.0,69.9
1,9.82,218.82,5.0,209.0
1,13.31,106.3,6.0,92.99
2,42.98,477.56,1.0,195.8
1,16.46,86.36,2.0,69.9
1,21.22,151.18,8.0,129.96
1,15.49,70.49,2.0,55.0
1,12.48,52.38,1.0,39.9
1,15.1,43.0,3.0,27.9
1,11.85,48.34,1.0,36.49
1,15.86,174.86,3.0,159.0
1,8.65,263.65,8.0,255.0
1,16.24,103.14,3.0,86.9
1,25.63,42.53,1.0,16.9
1,15.11,61.01,6.0,45.9
1,11.85,41.75,1.0,29.9
1,14.59,53.83,1.0,39.24
5,88.0,61.59,1.0,219.95
1,14.16,64.06,1.0,49.9
2,89.56,184.78,1.0,280.0
1,43.02,129.92,10.0,86.9
1,15.1,45.09,1.0,29.99
1,37.27,207.17,5.0,169.9
1,11.76,91.66,8.0,79.9
1,14.23,82.23,2.0,68.0
1,15.99,94.99,1.0,79.0
1,32.28,168.18,1.0,135.9
5,124.15,113.17,1.0,441.7000000000001
1,83.6,332.6,1.0,249.0
1,14.03,143.93,1.0,129.9
2,33.08,265.76,1.0,99.8
1,36.27,366.27,8.0,330.0
1,22.06,59.06,1.0,37.0
1,93.76,852.49,1.0,758.73
1,14.97,108.77,1.0,93.8
2,32.58,340.76,5.0,137.8
2,18.0,257.6,3.0,110.8
2,25.68,154.96,1.0,51.8
1,22.91,107.9,2.0,84.99
1,15.1,55.09,4.0,39.99
1,21.31,280.91,3.0,259.6
4,119.12,971.64,3.0,123.79
1,9.09,39.08,1.0,29.99
1,9.75,209.65,10.0,199.9
2,14.78,31.29,1.0,47.8
1,18.01,123.01,3.0,105.0
1,18.5,75.47,1.0,56.97
1,15.1,35.09,1.0,19.99
1,23.05,127.05,1.0,104.0
1,18.86,248.55,1.0,229.69
1,13.37,47.37,1.0,34.0
1,62.89,185.88,1.0,122.99
1,23.68,138.68,5.0,115.0
1,16.74,95.74,3.0,79.0
1,104.42,283.42,4.0,179.0
1,19.38,77.28,1.0,57.9
1,25.25,375.22,8.0,349.97
1,39.86,369.66,1.0,329.8
1,22.83,121.83,10.0,99.0
2,35.28,266.56,1.0,98.0
1,16.9,466.9,2.0,450.0
1,31.75,418.5,8.0,386.75
1,19.22,179.12,1.0,159.9
1,22.91,193.81,1.0,170.9
4,60.4,481.44,10.0,59.96
1,8.11,38.01,1.0,29.9
1,23.49,153.39,2.0,129.9
1,9.27,79.17,1.0,69.9
1,14.1,33.6,3.0,19.5
1,22.03,242.02,1.0,219.99
1,8.29,33.24,1.0,24.95
1,16.54,206.44,5.0,189.9
1,13.26,130.25,7.0,116.99
1,25.77,204.76,4.0,178.99
1,12.97,102.96,1.0,89.99
1,18.23,36.13,3.0,17.9
1,19.57,260.57,10.0,241.0
1,12.69,92.59,1.0,79.9
1,11.85,21.75,2.0,9.9
1,39.15,599.05,1.0,559.9
1,21.53,170.43,6.0,148.9
1,16.89,81.79,1.0,64.9
1,12.61,81.61,4.0,69.0
1,13.8,78.8,7.0,65.0
1,14.68,334.68,8.0,320.0
1,60.47,350.37,10.0,289.9
1,9.27,62.17,6.0,52.9
1,16.95,265.95,3.0,249.0
1,18.33,126.33,1.0,108.0
1,63.22,201.12,4.0,137.9
1,8.29,38.29,1.0,30.0
1,11.91,70.91,2.0,59.0
1,15.1,31.0,3.0,15.9
1,15.99,195.89,4.0,179.9
1,7.78,67.68,1.0,59.9
1,14.79,103.79,1.0,89.0
1,43.6,213.59,6.0,169.99
1,15.1,45.09,1.0,29.99
1,16.11,54.36,1.0,38.25
2,26.12,408.24,2.0,178.0
1,7.78,19.78,1.0,12.0
1,15.79,43.78,1.0,27.99
2,51.28,310.16,10.0,103.8
5,101.1,90.12,1.0,349.5
1,10.96,35.86,1.0,24.9
1,25.18,175.08,5.0,149.9
1,25.06,98.06,2.0,73.0
1,21.47,137.47,10.0,116.0
1,35.67,60.42,6.0,24.75
3,53.010000000000005,698.13,10.0,179.7
1,15.12,68.11,3.0,52.99
1,12.18,109.95,1.0,97.77
1,8.03,118.35,1.0,110.32
1,10.96,100.95,6.0,89.99
1,15.13,69.12,1.0,53.99
1,23.63,142.63,3.0,119.0
1,18.13,143.15,6.0,125.02
1,23.17,87.07,2.0,63.9
1,110.78,280.68,5.0,169.9
1,19.19,296.19,1.0,277.0
1,38.81,637.81,1.0,599.0
1,22.1,232.0,3.0,209.9
1,15.15,72.14,1.0,56.99
1,26.23,225.23,2.0,199.0
2,46.84,573.64,8.0,239.98
1,11.03,70.93,3.0,59.9
1,17.14,116.84,1.0,99.7
1,19.42,52.32,2.0,32.9
1,13.98,102.98,8.0,89.0
1,0.0,199.0,4.0,199.0
1,24.8,1325.32,1.0,1300.52
1,14.61,137.6,2.0,122.99
1,41.95,211.85,3.0,169.9
1,10.28,229.28,10.0,219.0
1,18.14,668.04,10.0,649.9
1,17.37,107.27,3.0,89.9
1,20.59,710.48,4.0,689.89
1,15.1,45.0,1.0,29.9
1,14.51,76.41,1.0,61.9
1,12.9,92.9,1.0,80.0
2,35.39,788.58,10.0,358.9
1,16.15,216.05,2.0,199.9
1,16.22,82.21,1.0,65.99
1,16.9,109.9,1.0,93.0
1,11.85,60.75,4.0,48.9
3,36.33,142.1,1.0,389.97
1,12.69,41.69,1.0,29.0
1,16.83,72.73,3.0,55.9
2,26.46,192.52,1.0,69.8
1,15.73,155.73,1.0,140.0
1,14.05,113.05,1.0,99.0
1,13.81,112.71,3.0,98.9
1,14.34,99.24,9.0,84.9
1,19.2,208.2,6.0,189.0
1,9.05,51.49,1.0,42.44
1,14.31,94.21,4.0,79.9
1,30.96,190.95,10.0,159.99
1,21.32,120.32,10.0,99.0
1,7.96,118.28,5.0,110.32
2,30.92,271.44,2.0,104.8
1,7.46,35.36,1.0,27.9
1,12.79,32.28,1.0,19.49
1,16.93,86.83,8.0,69.9
1,34.36,174.26,4.0,139.9
1,24.84,73.84,1.0,49.0
1,25.53,124.53,10.0,99.0
1,24.34,234.34,2.0,210.0
2,42.12,160.95999999999998,4.0,279.8
1,16.11,62.01,1.0,45.9
1,15.1,57.89,1.0,42.79
